"","ES_ID","Date","Cases","Deaths"
"1","1200",2020-06-04,188.969016426978,12.1822969693094
"2","1230",2020-06-04,142.9306649312,7.66527313923388
"3","1250",2020-06-04,183.764486376089,5.67727681487105
"4","1260",2020-06-04,171.858228844305,7.48143981212113
"5","1280",2020-06-04,148.289270594411,11.887981291925
"6","1290",2020-06-04,86.5088195993485,5.35726126364942
"7","1300",2020-06-04,150.550252908919,6.4002039883985
"8","1340",2020-06-04,95.333858821656,4.99757197077208
"9","1350",2020-06-04,78.328502570301,3.28592684406526
"10","1360",2020-06-04,63.3848325908388,6.2628305968708
"11","1370",2020-06-04,86.7585756313959,3.55193390547581
"12","1380",2020-06-04,235.724319649156,7.92144331268012
"13","1390",2020-06-04,231.205716536767,22.8293763134508
"14","1400",2020-06-04,296.414866331109,9.75523333539101
"15","1410",2020-06-04,137.396651767264,9.59197303984019
"16","1420",2020-06-04,26.8401199785735,2.31991373764774
"17","1440",2020-06-04,138.321065923609,5.49571997134066
"18","1460",2020-06-04,111.952171319068,4.75931936042414
"19","1470",2020-06-04,181.30143158837,14.5076817228477
"20","1490",2020-06-04,96.4375335380373,9.0876991604205
"21","2190",2020-06-04,103.56446322201,6.91385357956359
"22","2210",2020-06-04,111.27241786768,5.47643333547175
"23","2240",2020-06-04,163.393561290805,6.3557788621656
"24","2260",2020-06-04,109.433515250533,5.70889298411998
"25","2320",2020-06-04,226.931286265897,8.84696867250518
"26","2340",2020-06-04,291.829526144448,8.6982007350091
"27","2370",2020-06-04,119.601504126301,5.31083377235462
"28","2380",2020-06-04,56.1232567156522,1.75385177236413
"29","2390",2020-06-04,111.014557564109,5.29228380877539
"30","2450",2020-06-04,103.403651853309,6.15294171410321
"31","2470",2020-06-04,327.912426504158,27.8235161778034
"32","2480",2020-06-04,79.9868821194753,4.77797747173857
"33","2490",2020-06-04,141.030026378886,7.16476406083569
"34","2510",2020-06-04,106.63171092547,4.04833606217467
"35","2520",2020-06-04,69.4828298049075,4.63863119698965
"36","2540",2020-06-04,82.1997634058568,5.4876059019209
"37","2580",2020-06-04,66.7476730837945,2.85015748211668
"38","2590",2020-06-04,35.934260134909,1.12294562921591
"39","2630",2020-06-04,96.4060440960906,6.43600850711036
"40","2640",2020-06-04,134.069985387061,8.95031265605409
"41","2690",2020-06-04,127.433820324459,8.50740386032549
"42","2720",2020-06-04,109.901576121965,5.58988813493119
"43","3368",2020-06-04,45.2068758201631,4.46677819006722
"44","3407",2020-06-04,157.92439866916,6.71369424294015
"45","3408",2020-06-04,359.636260002495,31.1997375407049
"46","3409",2020-06-04,94.7857794411653,2.27090929911125
"47","3410",2020-06-04,262.522581476562,16.8710809032566
"48","3411",2020-06-04,156.219132988263,11.5650609269008
"49","3412",2020-06-04,67.0487496133411,3.09957723273353
"50","3415",2020-06-04,95.6670132955724,3.14105366694331
"51","3419",2020-06-04,88.7761667742264,5.57665247156113
"52","3420",2020-06-04,121.715947484508,5.71567375453372
"53","3421",2020-06-04,127.684425372609,2.81498539953524
"54","3422",2020-06-04,169.973641661762,4.07229635675799
"55","3424",2020-06-04,140.755175037421,7.25564731999172
"56","3426",2020-06-04,144.205161307621,7.751705856685
"57","3427",2020-06-04,130.008009040367,12.5069596910052
"58","3428",2020-06-04,167.118425482362,9.5876459821118
"59","4220",2020-06-04,58.2168680289702,2.69821306037948
"60","4240",2020-06-04,200.699725077599,8.48112359973825
"61","4270",2020-06-04,61.5452784178319,2.8868706617024
"62","4280",2020-06-04,145.868162972153,12.6517859350323
"63","4300",2020-06-04,93.6483455931714,8.12474231173633
"64","4320",2020-06-04,156.282594579163,6.03195979077472
"65","4350",2020-06-04,100.07486922358,4.17918533004717
"66","4360",2020-06-04,94.9661860288756,4.49531072677381
"67","4370",2020-06-04,111.246797278662,4.29449326157972
"68","4380",2020-06-04,109.44617553528,5.21172264453712
"69","4440",2020-06-04,114.130545297939,5.43488748491365
"70","4460",2020-06-04,126.990463660556,6.0139105528578
"71","4470",2020-06-04,99.7863266387965,4.73038765212277
"72","4530",2020-06-04,27.1777654855377,1.25639305164286
"73","4560",2020-06-04,40.9595469992696,1.89350703889567
"74","4570",2020-06-04,87.6801283422015,4.07639388860904
"75","5170",2020-06-04,61.4676303145793,1.76397173088197
"76","5200",2020-06-04,96.8593584676232,5.28184920364685
"77","5210",2020-06-04,39.8212487856594,1.74824806806646
"78","5250",2020-06-04,107.51324264507,5.57028152293203
"79","5260",2020-06-04,136.784344107715,3.54108527870248
"80","5300",2020-06-04,72.5861224830594,3.18670781632944
"81","5320",2020-06-04,99.0508296681661,3.05265670328134
"82","5330",2020-06-04,47.3464674114847,1.5014816839032
"83","5340",2020-06-04,93.0887095431154,6.62092491404021
"84","5350",2020-06-04,45.174804006431,2.10196137207065
"85","5370",2020-06-04,63.1483270539434,3.27210434636594
"86","5390",2020-06-04,90.3359334763119,2.77780674789606
"87","5400",2020-06-04,153.718610663179,3.91049533534089
"88","5410",2020-06-04,26.9097091483968,0.739312857039761
"89","5420",2020-06-04,49.8953691674526,1.43187593637281
"90","5440",2020-06-04,107.359142774511,2.71477549453454
"91","5470",2020-06-04,78.4918861271724,2.9872627576022
"92","5480",2020-06-04,129.863227235975,10.8162405235973
"93","5490",2020-06-04,96.4454263566846,4.55230881815306
"94","5500",2020-06-04,85.5213392034143,1.74582347866697
"95","5530",2020-06-04,143.962270656762,3.63505580937691
"96","5560",2020-06-04,92.7133482495284,7.46279646243252
"97","5590",2020-06-04,127.115441468156,3.10625144031321
"98","5680",2020-06-04,61.460378965963,2.89922284501303
"99","6200",2020-06-04,183.542299112593,13.6883779648348
"100","6210",2020-06-04,196.867451866301,8.79564545937447
"101","6220",2020-06-04,151.633807402195,19.0011826169542
"102","6250",2020-06-04,98.7366527115823,13.3842754621079
"103","6260",2020-06-04,169.972524018564,23.0235846114046
"104","6270",2020-06-04,164.829494066581,19.7508493838105
"105","6300",2020-06-04,146.445458085536,9.53903136132045
"106","6310",2020-06-04,77.7702726378261,3.47361019226022
"107","6320",2020-06-04,110.077191060039,1.95433084592303
"108","6340",2020-06-04,137.606836162948,8.65728714076587
"109","6350",2020-06-04,165.74215044522,7.57032691058497
"110","6360",2020-06-04,124.336546199141,11.9045074116973
"111","6380",2020-06-04,184.674191011261,8.05635982245263
"112","6390",2020-06-04,90.3614967371604,4.20278850673562
"113","6410",2020-06-04,88.57803563227,3.35424246243771
"114","6440",2020-06-04,158.005716069122,16.2226728791246
"115","6450",2020-06-04,75.6064939432111,2.58688119327048
"116","6470",2020-06-04,259.71482676897,24.5971061884138
"117","7100",2020-06-04,104.042356561138,5.90885080749219
"118","7150",2020-06-04,143.139071896998,3.42489635732943
"119","7200",2020-06-04,272.290752651054,6.1929810110516
"120","7220",2020-06-04,231.040783214078,10.0786862358871
"121","7260",2020-06-04,195.456329940917,29.441792127139
"122","7270",2020-06-04,173.836639778183,7.9527802651052
"123","7280",2020-06-04,230.089922477841,7.36779729704006
"124","7290",2020-06-04,92.9800743195282,2.22761195269611
"125","7300",2020-06-04,70.861691946141,1.6977411853131
"126","7320",2020-06-04,107.297239891796,7.02781181798614
"127","7330",2020-06-04,104.768677306844,2.75049033502454
"128","7350",2020-06-04,343.495142716049,16.0434313004058
"129","7360",2020-06-04,117.508468387458,2.81530705511617
"130","7380",2020-06-04,113.060941879943,5.33657574186337
"131","7390",2020-06-04,102.972509886134,2.00709129439075
"132","7400",2020-06-04,173.432793202229,3.38059508906737
"133","7430",2020-06-04,116.086096928114,2.78284400022596
"134","7440",2020-06-04,76.544842351794,3.61298304026259
"135","7460",2020-06-04,84.7072230449631,2.67816191051338
"136","7470",2020-06-04,68.0546956085655,0.970109087187035
"137","7490",2020-06-04,179.603679157959,21.4306382669806
"138","7510",2020-06-04,138.701300382213,6.44733675208827
"139","7530",2020-06-04,241.313812279516,24.0804264177391
"140","8200",2020-06-04,145.641444094544,4.61104735768081
"141","8210",2020-06-04,366.38984273486,26.2738571359493
